P387S6aM4_X	P387S6aM4_Y
0.0	0.0
0.001	0.001089
0.002	0.0019119999999999999
0.003	0.002662
0.004	0.0033629999999999997
0.005	0.0040149999999999995
0.006	0.004633
0.006999999999999999	0.005203999999999999
0.008	0.005756
0.009	0.006286
0.01	0.006777
0.011	0.007254999999999999
0.012	0.007718999999999999
0.013	0.008163
0.013999999999999999	0.008591
0.015	0.009004
0.016	0.009401999999999999
0.016999999999999998	0.009793
0.018	0.010162
0.019	0.010528
0.02	0.010881
0.020999999999999998	0.011228
0.022	0.011561
0.023	0.011885
0.024	0.012203
0.024999999999999998	0.012509
0.026	0.012817
0.027	0.013111
0.027999999999999997	0.013403
0.028999999999999998	0.013682
0.03	0.01396
0.031	0.014228999999999999
0.032	0.014488
0.033	0.014745999999999999
0.033999999999999996	0.015002
0.034999999999999996	0.015257
0.036	0.015493
0.037	0.015738
0.038	0.015967
0.039	0.016196
0.04	0.016423999999999998
0.040999999999999995	0.016649
0.041999999999999996	0.016867
0.043	0.017086999999999998
0.044	0.017292
0.045	0.017505
0.046	0.017707999999999998
0.047	0.017907
0.048	0.018109
0.048999999999999995	0.018299
0.049999999999999996	0.018491999999999998
0.051	0.018678
0.052	0.018865
0.053	0.019048
0.054	0.019229
0.055	0.019407999999999998
0.055999999999999994	0.019584
0.056999999999999995	0.019757
0.057999999999999996	0.019926
0.059	0.020093
0.06	0.020257
0.061	0.020427999999999998
0.062	0.020585
0.063	0.020745
0.064	0.020902999999999998
0.065	0.021056
0.066	0.021209
0.06699999999999999	0.021362
0.06799999999999999	0.021509
0.06899999999999999	0.021654
0.06999999999999999	0.021804999999999998
0.071	0.021949999999999997
0.072	0.02209
0.073	0.022227999999999998
0.074	0.022368
0.075	0.022507
0.076	0.022642
0.077	0.022774
0.078	0.022910999999999997
0.079	0.023039999999999998
0.08	0.023171
0.081	0.023295
0.08199999999999999	0.023424
0.08299999999999999	0.023549
0.08399999999999999	0.023672
0.08499999999999999	0.023795
0.086	0.023913999999999998
0.087	0.024034999999999997
0.088	0.024152999999999997
0.089	0.024269
0.09	0.024387
0.091	0.024506
0.092	0.024617999999999998
0.093	0.024727
0.094	0.024839999999999997
0.095	0.024950999999999997
0.096	0.025058
0.09699999999999999	0.025171
0.09799999999999999	0.025276999999999997
0.09899999999999999	0.025382
0.09999999999999999	0.025487
0.10099999999999999	0.025589999999999998
0.102	0.025693999999999998
0.103	0.025795
0.104	0.025896
0.105	0.025996
0.106	0.026097
0.107	0.026196
0.108	0.026292
0.109	0.026389
0.11	0.026483999999999997
0.111	0.026577999999999997
0.11199999999999999	0.026674999999999997
0.11299999999999999	0.026767
0.11399999999999999	0.02686
0.11499999999999999	0.026948999999999997
0.11599999999999999	0.027041
0.11699999999999999	0.027129
0.118	0.027221
0.119	0.027309
0.12	0.027398
0.121	0.027483
0.122	0.027569999999999997
0.123	0.027655
0.124	0.027736999999999998
0.125	0.027822
0.126	0.027905
0.127	0.027989
0.128	0.028071
0.129	0.028152
0.13	0.028232999999999998
0.131	0.028311
0.132	0.028391999999999997
0.133	0.02847
0.13399999999999998	0.028548999999999998
0.13499999999999998	0.028628999999999998
0.13599999999999998	0.028703
0.13699999999999998	0.028779
0.13799999999999998	0.028856
0.13899999999999998	0.028928
0.13999999999999999	0.029005
0.141	0.029079999999999998
0.142	0.029151
0.143	0.029223
0.144	0.029297999999999998
0.145	0.02937
0.146	0.029439999999999997
0.147	0.029511
0.148	0.02958
0.149	0.029651
0.15	0.02972
0.151	0.029786999999999998
0.152	0.029855
0.153	0.029922999999999998
0.154	0.029991999999999998
0.155	0.030056
0.156	0.030123999999999998
0.157	0.030187
0.158	0.03025
0.159	0.030316
0.16	0.030382
0.161	0.030447
0.162	0.03051
0.163	0.030573999999999997
0.16399999999999998	0.030635
0.16499999999999998	0.030698
0.16599999999999998	0.030761
0.16699999999999998	0.03082
0.16799999999999998	0.030882
0.16899999999999998	0.030944
0.16999999999999998	0.031002
0.17099999999999999	0.031063999999999998
0.172	0.031118999999999997
0.173	0.031179
0.174	0.031236999999999997
0.175	0.031296
0.176	0.031352
0.177	0.031411999999999995
0.178	0.031469
0.179	0.031525
0.18	0.031581
0.181	0.031637
0.182	0.031692
0.183	0.03175
0.184	0.031806
0.185	0.031855999999999995
0.186	0.031909
0.187	0.031964
0.188	0.032017
0.189	0.03207
0.19	0.032122
0.191	0.032174999999999995
0.192	0.032227
0.193	0.032278
0.19399999999999998	0.032331
0.19499999999999998	0.032382
0.19599999999999998	0.032435
0.19699999999999998	0.032485
0.19799999999999998	0.032535999999999995
0.19899999999999998	0.032584
0.19999999999999998	0.032632999999999995
0.20099999999999998	0.032683
0.20199999999999999	0.032733
0.20299999999999999	0.032781
0.204	0.032829
0.205	0.032878
0.206	0.032924
0.207	0.032972
0.208	0.03302
0.209	0.033069999999999995
0.21	0.033115
0.211	0.033159999999999995
0.212	0.033206
0.213	0.033254
0.214	0.033299999999999996
0.215	0.033345
0.216	0.033389999999999996
0.217	0.033434
0.218	0.033478
0.219	0.033524
0.22	0.033567
0.221	0.033610999999999995
0.222	0.033653999999999996
0.223	0.033699
0.22399999999999998	0.033739
0.22499999999999998	0.033784
0.22599999999999998	0.033826
0.22699999999999998	0.033872
0.22799999999999998	0.033913
0.22899999999999998	0.033955
0.22999999999999998	0.033996
0.23099999999999998	0.034038
0.23199999999999998	0.034079
0.23299999999999998	0.034121
0.23399999999999999	0.034161
0.235	0.034203
0.236	0.034242999999999996
0.237	0.034283999999999995
0.238	0.034322
0.239	0.034362
0.24	0.034401999999999995
0.241	0.034441
0.242	0.034481
0.243	0.034519
0.244	0.034558
0.245	0.034596999999999996
0.246	0.034635
0.247	0.034675
0.248	0.034711
0.249	0.034748999999999995
0.25	0.034788
0.251	0.034825999999999996
0.252	0.034862
0.253	0.0349
0.254	0.034935
0.255	0.034973
0.256	0.035008
0.257	0.035044
0.258	0.03508
0.259	0.035119
0.26	0.035154
0.261	0.035189
0.262	0.035223
0.263	0.035258
0.264	0.035294
0.265	0.035329
0.266	0.035364
0.267	0.035399
0.26799999999999996	0.035433
0.26899999999999996	0.035467
0.26999999999999996	0.035502
0.27099999999999996	0.035537
0.27199999999999996	0.035572
0.27299999999999996	0.035604
0.27399999999999997	0.035636
0.27499999999999997	0.035671
0.27599999999999997	0.035703
0.27699999999999997	0.035736
0.27799999999999997	0.035768999999999995
0.27899999999999997	0.035801
0.27999999999999997	0.035834
0.28099999999999997	0.035865999999999995
0.282	0.035896
0.283	0.035928999999999996
0.284	0.035961
0.285	0.035991999999999996
0.286	0.036024
0.287	0.036057
0.288	0.036087
0.289	0.036119
0.29	0.03615
0.291	0.036181
0.292	0.036212
0.293	0.036243
0.294	0.036273
0.295	0.036302999999999995
0.296	0.036334
0.297	0.036364
0.298	0.036395
0.299	0.036424
0.3	0.036453
0.301	0.036483
0.302	0.036511
0.303	0.036542
0.304	0.036572
0.305	0.0366
0.306	0.036628
0.307	0.036656999999999995
0.308	0.036685999999999996
0.309	0.036714
0.31	0.036740999999999996
0.311	0.03677
0.312	0.036798
0.313	0.036826
0.314	0.036853
0.315	0.036881
0.316	0.036909
0.317	0.036937
0.318	0.036966
0.319	0.036992
0.32	0.03702
0.321	0.037048
0.322	0.037075
0.323	0.0371
0.324	0.037127
0.325	0.037153
0.326	0.03718
0.327	0.037205999999999996
0.32799999999999996	0.037232
0.32899999999999996	0.037258
0.32999999999999996	0.037284
0.33099999999999996	0.037312
0.33199999999999996	0.037336
0.33299999999999996	0.037364
0.33399999999999996	0.037388
0.33499999999999996	0.037413999999999996
0.33599999999999997	0.037438
0.33699999999999997	0.037464
0.33799999999999997	0.037491
0.33899999999999997	0.037516
0.33999999999999997	0.03754
0.34099999999999997	0.037563
0.34199999999999997	0.037589
0.34299999999999997	0.037613
0.344	0.037639
0.345	0.037662999999999995
0.346	0.037686
0.347	0.037711
0.348	0.037735
0.349	0.037759
0.35	0.037784
0.351	0.037807
0.352	0.037831
0.353	0.037856999999999995
0.354	0.037878999999999996
0.355	0.037903
0.356	0.037926999999999995
0.357	0.037949
0.358	0.037973
0.359	0.037995
0.36	0.03802
0.361	0.038042
0.362	0.038065
0.363	0.038086999999999996
0.364	0.03811
0.365	0.038134
0.366	0.038156999999999996
0.367	0.038178
0.368	0.0382
0.369	0.038223
0.37	0.038245
0.371	0.038266999999999995
0.372	0.038287999999999996
0.373	0.038308999999999996
0.374	0.038332
0.375	0.038354
0.376	0.038375
0.377	0.038397
0.378	0.038418
0.379	0.038440999999999996
0.38	0.038460999999999995
0.381	0.038482999999999996
0.382	0.038505
0.383	0.038526
0.384	0.038547
0.385	0.038567
0.386	0.03859
0.38699999999999996	0.03861
0.38799999999999996	0.038631
0.38899999999999996	0.038651
0.38999999999999996	0.038671
0.39099999999999996	0.038693
0.39199999999999996	0.038711999999999996
0.39299999999999996	0.038733
0.39399999999999996	0.038752999999999996
0.39499999999999996	0.038773999999999996
0.39599999999999996	0.038793999999999995
0.39699999999999996	0.038814
0.39799999999999996	0.038834
0.39899999999999997	0.038854
0.39999999999999997	0.038874
0.40099999999999997	0.038894
0.40199999999999997	0.038912999999999996
0.40299999999999997	0.038932
0.40399999999999997	0.038951
0.40499999999999997	0.038971
0.40599999999999997	0.038992
0.407	0.039009999999999996
0.408	0.039029
0.409	0.039048
0.41	0.039068
0.411	0.039087
0.412	0.039105
0.413	0.039125
0.414	0.039143
0.415	0.039162999999999996
0.416	0.039181
0.417	0.0392
0.418	0.039219
0.419	0.039237
0.42	0.039255
0.421	0.039275
0.422	0.039293
0.423	0.039312
0.424	0.03933
0.425	0.039348
0.426	0.039367
0.427	0.039384999999999996
0.428	0.039402
0.429	0.03942
0.43	0.039437
0.431	0.039455
0.432	0.039473999999999995
0.433	0.039492
0.434	0.039508
0.435	0.039526
0.436	0.039542
0.437	0.03956
0.438	0.039577999999999995
0.439	0.039595
0.44	0.039612999999999995
0.441	0.03963
0.442	0.039646999999999995
0.443	0.039664
0.444	0.039681
0.445	0.039696999999999996
0.446	0.039715
0.44699999999999995	0.039731999999999996
0.44799999999999995	0.039749
0.44899999999999995	0.039765999999999996
0.44999999999999996	0.039782
0.45099999999999996	0.039799
0.45199999999999996	0.039816
0.45299999999999996	0.039832
0.45399999999999996	0.039848999999999996
0.45499999999999996	0.039865
0.45599999999999996	0.039882
0.45699999999999996	0.039897999999999996
0.45799999999999996	0.039913
0.45899999999999996	0.03993
0.45999999999999996	0.039945999999999995
0.46099999999999997	0.039964
0.46199999999999997	0.039979
0.46299999999999997	0.039996
0.46399999999999997	0.040011
0.46499999999999997	0.040026
0.46599999999999997	0.040042
0.46699999999999997	0.040057999999999996
0.46799999999999997	0.040073
0.469	0.04009
0.47	0.040104999999999995
0.471	0.040119999999999996
0.472	0.040137
0.473	0.040152
0.474	0.040167
0.475	0.040181999999999995
0.476	0.040198
0.477	0.040213
0.478	0.040228
0.479	0.040243
0.48	0.040258999999999996
0.481	0.040274
0.482	0.040289
0.483	0.040304
0.484	0.040319
0.485	0.040334999999999996
0.486	0.040348999999999996
0.487	0.040364
0.488	0.040379
0.489	0.040393
0.49	0.040408
0.491	0.040423
0.492	0.040437999999999995
0.493	0.040451999999999995
0.494	0.040466999999999996
0.495	0.040480999999999996
0.496	0.040494999999999996
0.497	0.040508999999999996
0.498	0.040522999999999997
0.499	0.040538
0.5	0.040553
0.501	0.040567
0.502	0.040581
0.503	0.040595
0.504	0.040609
0.505	0.040623
0.506	0.040637
0.507	0.040651
0.508	0.040665
0.509	0.040679
0.51	0.040693
0.511	0.040706
0.512	0.04072
0.513	0.040734
0.514	0.040748
0.515	0.040761
0.516	0.040775
0.517	0.040788
0.518	0.040802
0.519	0.040815
0.52	0.040829
0.521	0.040841999999999996
0.522	0.040855999999999996
0.523	0.040868999999999996
0.524	0.040881999999999995
0.525	0.040895999999999995
0.526	0.040909
0.527	0.040921
0.528	0.040934
0.529	0.040947
0.53	0.040959999999999996
0.531	0.040972999999999996
